agent,seed,n,message,decoded message,score
7,78319,70,Tensions are rising over the future of the Black Sea grain corridor with Russia claiming that the corridor is suspended and Ukraine insisting it is committed to its continuation,spade,0
7,78319,70,After Russia decided to suspend its participation in the grain agreement over the weekend the United Nations Turkey and Ukraine agreed on the further movement of merchant shipping through the corridor for Monday,After Russia decided to suspend its participation in the grain agreement over the weekend the United Nations Turkey and Ukraine agreed on the further movement of merchant shipping through the corridor for Monday,1
7,78319,70,Ukraine has not commented on the drone attacks against Sevastopol,Ukraine has not commented on the drone attacks against Sevastopol,1
7,78319,70,Ukraine war updates Russia drops grain deal claiming drones hit its ships (Oct,menus,0
7,78319,70,As the week begins heres a look ahead and a roundup of key developments from the past week,As the week begins heres a look ahead and a roundup of key developments from the past week,1
7,78319,70,What to watch this week,retro,0
7,78319,70,Another week began with Russia launching a wave of attacks hitting Ukraines capital Kyiv and other areas causing damage including outages in electricity cellphone service water supplies and other destruction,PARTIAL: ,0.0
7,78319,70,There will likely be fallout after Russia pulled out of a United Nationsbrokered deal to export Ukrainian grain,There will likely be fallout after Russia pulled out of a United Nationsbrokered deal to export Ukrainian grain,1
7,78319,70,Security Council is meeting to discuss the issue Monday,Security Council is meeting to discuss the issue Monday,1
7,78319,70,What happened last week,PARTIAL: ,0.0
7,78319,70,Progressive Democrats sent then withdrew a letter urging President Biden to seek diplomacy with Russia toward a ceasefire in Ukraine,antivirus,0
7,78319,70,Thirty members of Congress had signed the letter which caused a backlash including from fellow Democrats but some signatories explained they signed it soon after it was drafted in early summer and much has changed since,Thirty members of Congress had signed the letter which caused a backlash including from fellow Democrats but some signatories explained they signed it soon after it was drafted in early summer and much has changed since,1
7,78319,70,Russia practiced conducting a nuclear strike on Oct,Russia practiced conducting a nuclear strike on Oct,1
7,78319,70,26 in its first big nuclear drill since invading Ukraine this year,PARTIAL: ,0.0
7,78319,70,The Kremlins defense minister said it was a rehearsal for responding to a nuclear attack,hate,0
7,78319,70,It came as NATO carried out its annual Steadfast Noon nuclear exercises,travelers,0
7,78319,70,President Vladimir Putin repeated the allegation without evidence that Ukraine is preparing to set off a dirty bomb,President Vladimir Putin repeated the allegation without evidence that Ukraine is preparing to set off a dirty bomb,1
7,78319,70,and allies dismiss this as a false pretext for Russias own possible future actions,and allies dismiss this as a false pretext for Russias own possible future actions,1
7,78319,70,Germanys president acknowledged a bitter failure of his and other governments policies toward Russia,recognizable,0
7,78319,70,In his national address on Oct 28 President FrankWalter Steinmeier said Russias war has reduced the European security order to ashes,bacillus,0
7,78319,70,Russia accused Ukraine of a massive drone attack on its Black Sea fleet and civil ships over the weekend off the coast of Crimea,automobiles,0
7,78319,70,Moscow also alleged British specialists were involved in directing the drones as well as damaging gas pipelines which London denied,shifts,0
7,78319,70,Russia suspended its role in a deal allowing Ukrainian grain to be exported through the Black Sea citing the alleged drone strikes,Russia suspended its role in a deal allowing Ukrainian grain to be exported through the Black Sea citing the alleged drone strikes,1
7,78319,70,The move drew condemnation from Western leaders and the UN which brokered the arrangement to ease a global food crisis,pioneered,0
7,78319,70,In the battle for Kherson Ukrainian infantry officers say dont underestimate Russia,In the battle for Kherson Ukrainian infantry officers say dont underestimate Russia,1
7,78319,70,Another casualty of Russias war Some Ukrainians no longer trust their neighbors,Another casualty of Russias war Some Ukrainians no longer trust their neighbors,1
7,78319,70,Russia is suspending a Ukraine grain export deal that has helped keep food prices down,From 6 Oct 2022 1115 EDT Zelenskiy tells European leaders Ukraine must win to safeguard the EU Volodymyr Zelenskiy is speaking at the first meeting of the European Political Community today,0
7,78319,70,Understanding the Biden administrations approach to diplomacy with Russia,PARTIAL: ,0.0
7,78319,70,Keep up with Ukraines demand for weaponry?,lose,0
7,78319,70,Putin makes an unsubstantiated claim that Ukraine has plans to use a dirty bomb,pleased,0
7,78319,70,Congress considers support for Ukraines war effort,spectacle,0
7,78319,70,Progressive Democrats withdraw letter calling for more diplomatic efforts with Russia,flow,0
7,78319,70,Leaving Russia to avoid war in Ukraine,PARTIAL: ,0.0
7,78319,70,Russias war in Ukraine is changing the world See its ripple effects in all corners of the globe,PARTIAL: ,0.0
7,78319,70,For context and more indepth stories you can find more of NPRs coverage here,PARTIAL: ,0.0
7,78319,70,A series of missile strikes hit major Ukrainian cities on Monday morning with the capital Kyiv and cities to the northeast and south being targeted according to regional officials,Disruptions to the flow of these goods are compounding other supply chain and climate challenges driving up food and gas prices causing shortages and pushing millions of people into hunger,0
7,78319,70,Kyivs Mayor Vitali Klitschko said on Telegram that part of the capital had been cut off by the strikes which he said had hit critical infrastructure facilities,Kyivs Mayor Vitali Klitschko said on Telegram that part of the capital had been cut off by the strikes which he said had hit critical infrastructure facilities,1
7,78319,70,There is no water supply in some areas he said,There is no water supply in some areas he said,1
7,78319,70,Meanwhile global wheat prices have started to rise following Russias withdrawal from the Black Sea grain export deal last weekend,PARTIAL: ,0.0
7,78319,70,Russia announced Saturday that it was suspending its involvement in the Black Sea Grain Initiative that was brokered in July and which allowed vital agricultural products to be exported from several Ukrainian ports,Russia announced Saturday that it was suspending its involvement in the Black Sea Grain Initiative that was brokered in July and which allowed vital agricultural products to be exported from several Ukrainian ports,1
7,78319,70,The UN and Turkey which help broker the deal said they were working with Russia and Ukraine to help move ships stuck within the maritime corridor being used in the initiative,PARTIAL: ,0.0
7,78319,70,The two sides were bogged down in an extended stalemate freeing Western leaders from making difficult choices or thinking too hard about the future of the conflict,memories,0
