agent,seed,n,message,decoded message,score
7,413053,100,Nicolle Tullos Norphlet Pantego Dumas Lynzy Amber Azalia Jasen Fenwick Grady Agata Tericka Tulio Jenafer Contina Farren Laneshia Goodwater Marlys Lawrenceville Stesha Juliene,PARTIAL: Lopaka Lopaka Lopaka Lopaka Arionne Sunbright Nekita Ledarius Leonard Jone Theron Cathlyn,0
7,413053,100,Ashlyne Nikep Hamzah Rexmont Siler Armel Penokee Brayton Stephaine Shalayne Rhodesdale Stronghurst Rosaleen Foxton,PARTIAL: Lopaka Lopaka Lopaka Lopaka Brianhead Totowa Chapmanville Malarie Gianina Tamecka Ottoville Deedsville,0
7,413053,100,Pinehall Payson Brenin Ogallala Comfort Loveville,Argenis Passumpsic Loranger Coren Jeromey Coralyn,0
7,413053,100,Seaforth Dustyn Sarahbeth Hornbrook Cierra Seney Chasidy Mikhail Karla Amelia Akiachak Sistersville Arwa Leeton China Kory Garyville,PARTIAL: Lopaka Lopaka Lopaka Lopaka Lopaka Chelcee Annemarie Sheldonville Wareham Teesha Garan Spooner,0
7,413053,100,Walstonburg Norelle Calipatria Loreena Okahumpka Tabbetha Charmain Whitwell Orinda Aletha Pipestem Rajani,PARTIAL: Lopaka Lopaka Lopaka Lopaka Totowa Abdel Ikia Sasan Nilda Madiha Karilee Muncy,0
7,413053,100,Braggadocio Oxly Minturn Karrissa Catrell Bassfield Stephenville Urias Armandina Shawneen LaBarre Whitesboro Tasnim Shakeeta Hitchins Denniston Halleck Neodesha Boardman Deshanda Baptistown Shylo Ndrew Dequarius,PARTIAL: Lopaka Lopaka Lopaka Lopaka Lopaka Lerna Krish Brockton Janece Jonnell Nick Valbona,0
7,413053,100,Alynn Joannie Tye Richburg Mae Hailey Britteny Oxbow Gurney Joli Stefanos Rattan,PARTIAL: Lopaka Lopaka Lopaka Lopaka Lopaka Wynn Marucs Rashmi Charls Sesar Barto Zahl,0
7,413053,100,Tenielle Exline Sujey Ecru Lagunitas Moca McRae Tatyana Kerra Hialeah Weatogue Kae,PARTIAL: Lopaka Lopaka Lopaka Blocker Dakisha Luquillo Delphia Siaosi,0
7,413053,100,Mayte Jessaca Callee Gyna Sayra Stitzer Mickleton Wabasha Delton Verdunville,PARTIAL: Lopaka Lopaka Lopaka Valentine Antwann Lakeitha Moclips Lavona Leotis Anaya,0
7,413053,100,Colusa Walthourville Semora Cheyne Stephen Chelsea Nyssa Sameul Bomoseen Lydia Tipton Netawaka Aerica Shani Volga,PARTIAL: Lopaka Lopaka Lopaka Lopaka Ludowici Gatzke Smithdale Isabella Susette Ashlyn Pascale Unknown,0
7,413053,100,Demitri Norine Kelliher Khalisha Pruden Haddam Cowiche Anniston Kalaheo Cadott Taronda Annamaria,PARTIAL: Lopaka Lopaka Lopaka Lopaka Lopaka Vena Deontrae Mardi Dennard Nathanal Anatone Marucs,0
7,413053,100,Odin Mifflintown Kensett Mannboro Lohn Sheren Rashia,Wassaic Qushawn Minford Celoron Brettney Mi Shawboro,0
7,413053,100,Raquel Pomfret Coffeyville Travelle Galata Peever Cutler,PARTIAL: ,0.0
7,413053,100,Christofer Korie Lanark Johnny Orgas Ehrhardt Colome Aidee Fatin Bondurant Alyce Divernon Crista Blocksburg Devonte Jusitn Olmitz Braiden Juwanda Roselawn Ducor Hanan,PARTIAL: ,0.0
7,413053,100,Donovin Sykesville Bren Karolina Quenesha Lehighton Raquelle Karsten Daisy Burlingham Diller Entiat Aniwa Yomaira Deedee Farmdale Dunmore Ishia Zortman Nortonville Batesville Brimhall Candies Cendy Owlshead,PARTIAL: @,0
7,413053,100,Savonburg Emmalee Fredrica Spillville Latorra Cotesfield Emma Wilfrid Mariateresa,PARTIAL: Lopaka Totowa Marquist Rema Twinsburg Julee Elvira Flatwoods Edwardo,0
