agent,seed,n,message,decoded message,score
7,220759,90,714 South Keystone Courts ,3920 Hackensack Fall ,0
7,220759,90,3445 Macarthur Stravenue ,7410 Mentor Loop ,0
7,220759,90,2488 Pacific Highway ,1 Sagamore Pkwy Wells ,0
7,220759,90,7275 Moross Causeway ,2035 Woodridge Park ,0
7,220759,90,0834 George Knolls ,3373 Hansen Key ,0
7,220759,90,09 North Milwaukee Camp ,01 East Third Drives ,0
7,220759,90,3 E Charleston Trail ,0 S Cesar E Chavez Forest ,0
7,220759,90,028 West 31st Street Garden ,0308 Custer Manors ,0
7,220759,90,31 Van Ness Court ,040 Bullsboro Centers ,0
7,220759,90,234 Virginia St. Rapid ,210 Darrow Keys ,0
7,220759,90,02 Park Avenue Ford ,04 South Main Street Locks ,0
7,220759,90,2983 South Harlem Rue ,4429 East Long Keys ,0
7,220759,90,7 North Lake Pleasant Route ,013 Royal Fort ,0
7,220759,90,9067 S Cotton Grove ,PARTIAL:  ,0
7,220759,90,3704 East Park Freeway ,7005 West Colfax Forest ,0
7,220759,90,95 Union Rue ,0189 West Touhy Court ,0
7,220759,90,92 W Cove ,297 Fm 1488 Trafficway ,0
7,220759,90,711 Huron River Port ,4551 West Market Mountains ,0
7,220759,90,076 North Pine ,0215 Almaden Mountains ,0
7,220759,90,08 24 Mile Passage ,013 South 51st Field ,0
7,220759,90,690 W Charleston Blvd. Ridges ,PARTIAL: @       2wjm,0
7,220759,90,2687 West Ashlan Avenue Loaf ,4341 W Rusk Spring ,0
7,220759,90,57 South El Camino Well ,PARTIAL: ,0.0
7,220759,90,4 5th Dale ,015 South Main Street Passage ,0
7,220759,90,8295 East Florence Hills ,5329 Romany Cliffs ,0
7,220759,90,4 White Ferry ,"0.5149 E, 136.3372 E",0
7,220759,90,4 North 24th Lights ,004 East Mockingbird Estates ,0
7,220759,90,1520 Tiburon Via ,"5946 Pine St, Suite Light ",0
7,220759,90,4112 Great Northern Trail ,0597 East Mayo Roads ,0
7,220759,90,4 Highway Points ,3 Haledon Knolls ,0
7,220759,90,970 North El Camino Annex ,1660 Fuqua Hills ,0
7,220759,90,5773 Center Harbor ,8231 Mannheim Ridges ,0
7,220759,90,41 Wintergardens Gateway ,0212 N Cedar Ridge Rue ,0
7,220759,90,70 Fort Salonga Mountains ,236 Severn Lake ,0
7,220759,90,855 E Lodge ,1445 Kuykendahl Flat ,0
7,220759,90,3 Ocean Springs ,0013 E Fordham Alley ,0
7,220759,90,17 West 6th Squares ,81 East Market Crescent ,0
7,220759,90,95 South Madison Parks ,0243 Lantern Mills ,0
7,220759,90,201 N Forest ,0078 E College Pass ,0
7,220759,90,7 East Hartsdale Green ,14 Midway Boulevard ,0
7,220759,90,245 East Alder Island ,PARTIAL: ,0.0
7,220759,90,9 East Ramona Radial ,7 New Territory Crest ,0
7,220759,90,8 Route Inlet ,13 104th Land ,0
7,220759,90,603 North Scottsdale Springs ,1436 New Hampshire Freeway ,0
7,220759,90,8863 Airline River ,PARTIAL:  ,0
7,220759,90,8 Brookhurst Square ,0015 Gunpark Rapid ,0
7,220759,90,2 West University Strasse ,007 West College Mill ,0
7,220759,90,39 N Pebble Creek Ports ,151 West Olive Station ,0
7,220759,90,0949 Lapalco Heights ,PARTIAL: ,0.0
7,220759,90,420 East Veterans Centers ,3030 North Meacham Coves ,0
7,220759,90,85 California Bluffs ,277 Glades Highway ,0
7,220759,90,5 Kings Boulevard ,0004 Page Ville ,0
7,220759,90,6 K Corners ,0001 East Ramona Branch ,0
7,220759,90,"7 Ming Avenue, Suite Harbors ",002 New York Route 94 Shoal ,0
7,220759,90,3 Highway Valleys ,0013 East 149th Mount ,0
7,220759,90,44 State Rte 79 Parkways ,0084 Kitty Hawk Via ,0
7,220759,90,96 Passaic Isle ,0275 North Dixie Turnpike ,0
7,220759,90,25 Third Road ,40 S. Orange Throughway ,0
7,220759,90,2 Sw 8th Square ,"05 15th Avenue, Estates ",0
7,220759,90,7810 E Ports ,4886 Brandywine Gateway ,0
7,220759,90,0 Third Spur ,0 Mountain Points ,0
7,220759,90,019 West Mcdermott Isle ,220 Fm Lock ,0
7,220759,90,1 North Fm Garden ,1 East Sunrise Rapids ,0
7,220759,90,35 South Plaza Center Mills ,0121 Broad Ripple Heights ,0
7,220759,90,271 East 41st Grove ,108 Fort Amanda Meadows ,0
7,220759,90,"872 S Carrier Pkwy, Ste Motorway ",3492 King Centers ,0
7,220759,90,25 East Pecos Islands ,0272 North Sheldon Key ,0
7,220759,90,6040 Brighton Beach Hollow ,563 North Highway Forest ,0
