agent,seed,n,message,decoded message,score
7,772640,100,Adal Raywood Beggs Rendy Browns Crystalynn Janet Stacey Pennville Wesco Rochert Keeley,PARTIAL: @,0
7,772640,100,Ger Reklaw Floyddale Frankville Rifton Matherville,Krissi Traci Wolsey Mowrystown Mallerie Divernon,0
7,772640,100,Lennie Isabella Clontarf Wevertown Irrigon Vaughan McAlpin Dagmar Chaim Peri Latoria Hari Tiron Sunshine Placitas Wendie Chaska Akeila Pruden Herschel,PARTIAL: Otis Otis Otis Otis Otis Komal Abbigail Quinault Isaiah Gerron Traven Nickalas,0
7,772640,100,Dusti Maloy Friedens Dallardsville Shedd Keno Inkom Jermanie,PARTIAL: Otis Herbster Niles Wacey Cascilla Liani Auburntown Buna,0
7,772640,100,Lynnfield Nanticoke Dorr Ilse Kellyton Blodgett Buckley Camarillo Koloa Arcata Jackson Kerin Justene Hawi Sharra Fishkill Tasheema Hopedale Buskirk Dayville Sherrita Denio,PARTIAL: Otis Otis Otis Otis Otis Sharica Darron Vatche Hartly Geron Kasheena Gaines,0
7,772640,100,Latham Adlai Knightsen Piercy Robinsonville Aneshia Punxsutawney Indea Toccara Fessenden Kenisha Reshawn Ackworth Landrum Rexmont Azle,PARTIAL: Otis Otis Otis Otis Otis Dain Shatrice Nava Nobleton Nyomi Josten Kareema,0
7,772640,100,Jams Kody Ellisville Natalia Barryton Marlenne Wathena Shaunita Ledyard Cuttyhunk Maire Cassandre Dary Karolina Graycourt Agnes Francitas Greenview Rishawn Tabiona,mentors mentors mentors morally league recognizing,0
7,772640,100,Batchelor Beret Sam Sabria Kamuela Gianina Pillager Ashlley Winnetoon Cohasset Buckholts Purcellville Benicia Cottekill Suhail Churubusco,PARTIAL: Otis Otis Otis Otis Murry Mahto Brookport Nadja Bronston Jonas Bethune Broomfield,0
7,772640,100,Wenonah Mandy Moville Laytonville Nickisha Gretta Charday,Otis Otis Otis Shawntelle,0
7,772640,100,Carona Dutzow Kandiss Cliff Glenside Laural Bethera Richland Neligh Dezmond Keyapaha Minatare Shreya Terlingua Tzipporah Davidsonville Majorie,    2y58a2,0
