agent,seed,n,message,decoded message,score
7,842159,50,changer kudos elite discriminatory vanity,legendary met archery rant costumes,0
7,842159,50,massive broken b pussycat equipment,mountain fragrance strobe foam gateways,0
7,842159,50,attaching mike tendency upheld wipe,PARTIAL: ,0.0
7,842159,50,horns,horns,1
7,842159,50,entitlements scented bilingual graves spectacle,camouflage spokesman nuclear decking participation,0
7,842159,50,withdrawals learns extravaganza rms showdown,PARTIAL: with57kzn6ny,0
7,842159,50,billed proposing apostles,PARTIAL: ,0.0
7,842159,50,stock,stock,1
7,842159,50,fortunes,fortunes,1
7,842159,50,fishers proving,fishers proving,1
7,842159,50,opponent language,opponent language,1
7,842159,50,hampers arcade strengthening,PARTIAL: ,0.0
7,842159,50,hollow pertains chameleon legislation summers,PARTIAL: ,0.0
7,842159,50,offers panhandle conversely,PARTIAL: ,0.0
7,842159,50,soy waterfowl losers burned preferably,hungry variation aides basically triggered,0
7,842159,50,walnut flood asked gains,PARTIAL: ,0.0
7,842159,50,phrases solid yields congregations usability humidity,inhabitants vary fay displaced outlying jackets,0
7,842159,50,orthopedics resource embark responsiveness climates starred,PARTIAL: ,0.0
7,842159,50,d structures commissioned,roadster formula greetings,0
7,842159,50,pursuant venous initialized,PARTIAL: ,0.0
7,842159,50,vortex,vortex,1
7,842159,50,doorstep di affected nucleic mobilize,PARTIAL: ,0.0
7,842159,50,glacier republicans lesions belongings costumes germs,approached contend spun subjective exist interviewing,0
7,842159,50,remembers mint comprehension accordion unbiased,PARTIAL: ,0.0
7,842159,50,advocacy,advocacy,1
7,842159,50,chapters mailers archive beautifully schema dwelling,PARTIAL: ,0.0
7,842159,50,reverence catchment estimation exceed,route eats melancholy relations,0
7,842159,50,narrow dressing forester anxious diplomacy,PARTIAL: ,0.0
7,842159,50,buccaneers invertebrates toner pond unregistered trilogy,PARTIAL: ,0.0
7,842159,50,analyses approximations superman pinball worksheet piston,PARTIAL: ,0.0
7,842159,50,skier grabber stay,retaliation nudity tut,0
7,842159,50,richness employment checklists weld fisherman,PARTIAL: ,0.0
7,842159,50,sugar overweight merry organics,A new appreciation of the power of defence on the other hand has likely made Chinese military planners more cautious about the likelihood of success in an invasion of Taiwan itch comics seafood,0
7,842159,50,conflict violating,conflict violating,1
7,842159,50,lakeside unfolding photographers looked asterisk,PARTIAL: ,0.0
7,842159,50,accelerating logout storm paperback reductase,PARTIAL: ,0.0
7,842159,50,insecticides paranormal grit ben tolls,PARTIAL: . dhih695xon,0
7,842159,50,environmental,environmental,1
7,842159,50,discussing excursions eggplant compare,list endorsement disputed proficiency,0
7,842159,50,lounge waits,lounge waits,1
7,842159,50,merely barb instructions unstable,PARTIAL: ,0.0
7,842159,50,oil segments dispatched methane sermon,independents emu workable overdue Lika But volunteer at the Ukrainian Bat Rehabilitation Center releases common noctules while sirens blare in the city of Kharkiv Ukraine in March 2022,0
7,842159,50,peptides activist,peptides activist,1
7,842159,50,recombinant down boiler hulk,PARTIAL: ,0.0
7,842159,50,disciple newcomer offline ordinance,PARTIAL: ,0.0
7,842159,50,spreadsheets,spreadsheets,1
7,842159,50,informs,informs,1
7,842159,50,evolved mourning,evolved mourning,1
7,842159,50,citrate,citrate,1
7,842159,50,imprinted,imprinted,1
7,842159,50,towards entitlements prohibited,PARTIAL: ,0.0
7,842159,50,shields expected epidemiological entrepreneur alcoholic,archaeological cloning cycles hyper cheek,0
7,842159,50,prs grapevine espresso,PARTIAL: ,0.0
7,842159,50,urology headline vigorously,PARTIAL: ,0.0
7,842159,50,watering decreasing fay viewpoints,PARTIAL: ,0.0
7,842159,50,mentors overnight horsepower fries activist chopped,bolster Igor Girkin was sent to the Donbas to start a war after the successful annexation of Crimea picks cleanup 2 President Biden asked Congress to approve $117 billion for Ukraine including $72 for militaryrelated costs and $45 billion for direct economic support ring,0
7,842159,50,equalization radiation suckers thesis,snowboarding molecule excluded clique,0
7,842159,50,waste comforts,waste comforts,1
7,842159,50,theology immersed presented,blur pk At the same time Russia also appears to be ramping up its efforts to steal large quantities of Ukrainian grain as CNN has previously reported,0
7,842159,50,mil,mil,1
7,842159,50,normally parry adolescent typhoon bearded donate,PARTIAL: ,0.0
7,842159,50,slapped faded labs,PARTIAL: ,0.0
7,842159,50,chew tightly,chew tightly,1
7,842159,50,ensures adaptations cartoons horn,vie acceptable sly cook,0
7,842159,50,buffered loser fishing rectangular chaotic totally,attacks infection generated travels capitalization Germany will seek a complete halt to energy imports from Russia as soon as possible the countrys finance minister Christian Lindner tells Nikkei,0
7,842159,50,brand dis creme autographed,viability ironic WNBA star Brittney Griners next court hearing is set to take place in Moscow on Thursday turbulence,0
7,842159,50,cruising freshmen nearer sides,PARTIAL: ,0.0
7,842159,50,migrated classy milestones volatile classify ethical,screening rune parrots gossip canon arguing,0
7,842159,50,diagnostics hone loan manifest connection membranes,timber syringe drown applications compared closeout,0
7,842159,50,assuming please,assuming please,1
7,842159,50,scary,scary,1
7,842159,50,meat cello dashboard disappointed naming,mitigate measles greed band indie,0
7,842159,50,chapel downhill differently shawl mess legislatures,PARTIAL: ,0.0
7,842159,50,nebula rel flour convincing weighs urban,PARTIAL: ,0.0
7,842159,50,thrills advent cobalt misconceptions bump fan,Working on Ukrainian investigations into possible Russian war crimes Belousov fears that this lax recruiting will see the scale of war crimes increase 29 Star Wars actor Mark Hamill threw his support behind a fundraiser to buy drones for Ukraine in the war with the evil empire he said protectors backpacking annals nicotine,0
7,842159,50,flights,flights,1
7,842159,50,actress surgical eliminates dissertations,She and her husband Artyom decided he should leave the country manicure ignorance permitting,0
7,842159,50,implementation acquisitions,automated shoe,0
7,842159,50,temples fundamental,temples fundamental,1
7,842159,50,shopper virtually enabling,poker corners tricky,0
7,842159,50,rockers canyon manga message,marines adept touring gal,0
7,842159,50,nightlife unbalanced flowers,PARTIAL: ,0.0
7,842159,50,honeymoon shredders disruption orders resorts,PARTIAL: ,0.0
7,842159,50,robbery invaluable vantage alliance brunette chief,unpleasant sparkling Ukrainian authorities on Monday tried to dampen public fears about Russias use of Iranianmade drones claiming it was getting better at shooting down the small aircraft ocean translucent cynical,0
7,842159,50,creamy occupy wanna,PARTIAL: ,0.0
7,842159,50,hardback contacted pulses frightening painter,PARTIAL: ,0.0
7,842159,50,updated kick premises therapeutics,PARTIAL: ,0.0
7,842159,50,have muffin improving,marriage blender Starbucks former flagship coffee shop in Moscow reopened under new ownership and a new but similar brand Stars Coffee,0
7,842159,50,clinics theses having ceases fiber guess,ripple securely portals sycamore saliva treaties,0
7,842159,50,equal directional,equal directional,1
7,842159,50,democrats ordination poor tequila weird,PARTIAL: ,0.0
7,842159,50,attainment poised,attainment poised,1
7,842159,50,seventeen impurities watches tenor polo locks,PARTIAL: ,0.0
7,842159,50,eight move tartan,PARTIAL: ,0.0
7,842159,50,glue eat fasteners grab defends,PARTIAL: ,0.0
7,842159,50,environ felony honors,PARTIAL: eh2felmp2inl,0
7,842159,50,cooperative rapper opacity fishermen extender hardback,PARTIAL: ,0.0
7,842159,50,imagine,imagine,1
